date,smp_max,smp_min,smp_mean,supply,year,month,day,dayofweek,temp_max,temp_min,temp_mean
2018-02-01,150.65,116.84,132.71,87.47,2018,2,1,3,5.95,3.3,4.270833333333334
2018-02-02,163.86,116.84,134.19,86.64,2018,2,2,4,5.25,2.45,3.554166666666667
2018-02-03,164.07,116.85,131.39,88.28,2018,2,3,5,4.0,-0.5,1.4333333333333333
2018-02-04,171.0,115.76,131.89,86.14,2018,2,4,6,0.30000000000000004,-2.05,-1.0104166666666667
2018-02-05,170.34,123.89,137.96,90.63,2018,2,5,0,2.05,-1.7000000000000002,0.0020833333333333585
2018-02-06,167.99,119.11,140.06,91.18,2018,2,6,1,-0.2,-1.5,-0.8833333333333332
2018-02-07,141.07,124.11,132.76,90.09,2018,2,7,2,2.3,-1.4,0.4958333333333334
2018-02-08,147.42,116.84,132.91,87.57,2018,2,8,3,6.1,-0.14999999999999997,2.652083333333333
2018-02-09,150.7,116.84,126.95,81.63,2018,2,9,4,9.899999999999999,3.3,6.264583333333334
2018-02-10,147.2,116.34,130.1,83.0,2018,2,10,5,7.300000000000001,3.05,5.875
2018-02-11,149.81,116.91,127.0,82.75,2018,2,11,6,4.1,0.8999999999999999,2.2687500000000003
2018-02-12,167.78,124.68,138.91,89.2,2018,2,12,0,3.0,0.04999999999999999,1.9791666666666667
2018-02-13,146.75,126.95,132.89,85.22,2018,2,13,1,7.6,2.95,4.864583333333333
2018-02-14,168.73,116.84,132.9,75.44,2018,2,14,2,13.45,5.0,9.90625
2018-02-15,142.71,116.62,129.99,74.21,2018,2,15,3,10.6,5.25,7.539583333333334
2018-02-16,137.18,51.12,121.13,74.96,2018,2,16,4,8.4,4.35,6.0249999999999995
2018-02-17,152.5,107.61,126.44,78.31,2018,2,17,5,6.25,2.8,4.562500000000001
2018-02-18,148.28,116.91,130.39,73.8,2018,2,18,6,9.55,2.6,6.524999999999999
2018-02-19,151.67,116.84,133.35,77.87,2018,2,19,0,9.850000000000001,5.25,7.822916666666667
2018-02-20,145.99,115.16,125.54,76.98,2018,2,20,1,11.600000000000001,4.8,8.402083333333335
2018-02-21,167.06,116.84,134.82,81.87,2018,2,21,2,7.45,4.3,5.6812499999999995
2018-02-22,165.91,116.84,134.31,84.73,2018,2,22,3,7.35,3.15,5.047916666666667
2018-02-23,143.44,116.84,128.36,80.26,2018,2,23,4,11.95,3.3,7.906249999999999
2018-02-24,148.34,116.63,125.61,73.9,2018,2,24,5,12.7,6.0,9.379166666666668
2018-02-25,144.2,116.36,126.36,74.19,2018,2,25,6,12.75,7.550000000000001,9.939583333333335
2018-02-26,146.47,116.84,131.38,78.89,2018,2,26,0,12.5,4.9,8.414583333333333
2018-02-27,171.36,116.55,129.76,74.89,2018,2,27,1,14.05,6.25,10.489583333333332
2018-02-28,165.98,115.09,130.85,78.61,2018,2,28,2,15.399999999999999,7.0,11.641666666666666
2018-03-01,181.14,119.65,134.24,80.59,2018,3,1,3,10.15,3.2,6.84375
2018-03-02,175.15,120.62,138.56,78.97,2018,3,2,4,9.149999999999999,3.0,5.75
2018-03-03,180.97,113.75,133.78,73.19,2018,3,3,5,14.25,6.550000000000001,11.129166666666665
2018-03-04,154.19,94.96,128.29,65.1,2018,3,4,6,18.6,13.2,15.772916666666665
2018-03-05,180.0,119.48,135.75,76.46,2018,3,5,0,17.450000000000003,8.2,11.445833333333335
2018-03-06,181.06,120.72,134.07,76.67,2018,3,6,1,10.75,7.35,9.008333333333335
2018-03-07,180.18,120.76,132.96,77.36,2018,3,7,2,11.350000000000001,9.25,9.897916666666665
2018-03-08,148.79,120.44,128.11,80.75,2018,3,8,3,9.0,5.0,7.027083333333334
2018-03-09,155.29,120.62,137.74,79.37,2018,3,9,4,7.65,4.0,5.677083333333332
2018-03-10,156.42,120.74,130.04,77.53,2018,3,10,5,11.149999999999999,4.75,7.795833333333332
2018-03-11,130.54,111.14,124.04,73.95,2018,3,11,6,12.600000000000001,5.1,8.741666666666665
2018-03-12,130.55,120.47,124.43,74.94,2018,3,12,0,14.8,7.3,11.072916666666666
2018-03-13,128.39,119.18,123.89,70.51,2018,3,13,1,17.85,9.8,13.970833333333333
2018-03-14,133.16,116.65,125.3,67.13,2018,3,14,2,19.55,12.75,16.314583333333335
2018-03-15,151.53,99.61,132.88,68.89,2018,3,15,3,17.15,13.1,15.858333333333333
2018-03-16,157.06,112.95,131.0,76.17,2018,3,16,4,12.399999999999999,7.95,9.620833333333332
2018-03-17,178.47,119.61,143.32,73.2,2018,3,17,5,12.95,6.55,9.410416666666666
2018-03-18,155.53,119.1,133.31,66.22,2018,3,18,6,17.8,9.6,13.987499999999997
2018-03-19,157.0,108.57,131.33,76.3,2018,3,19,0,15.5,10.5,13.435416666666667
2018-03-20,153.61,118.81,130.42,80.96,2018,3,20,1,10.25,6.449999999999999,8.610416666666667
2018-03-21,145.02,118.38,134.24,80.62,2018,3,21,2,6.25,4.0,5.295833333333333
2018-03-22,150.24,120.23,135.83,80.24,2018,3,22,3,9.9,4.65,6.90625
2018-03-23,155.68,120.5,132.32,78.27,2018,3,23,4,12.9,4.699999999999999,8.583333333333334
2018-03-24,157.11,116.8,129.99,72.59,2018,3,24,5,15.4,7.199999999999999,11.366666666666667
2018-03-25,159.98,114.86,127.22,69.3,2018,3,25,6,16.25,9.35,12.862499999999999
2018-03-26,155.42,119.19,129.68,71.81,2018,3,26,0,16.6,10.149999999999999,13.375000000000002
2018-03-27,147.7,120.46,125.03,72.05,2018,3,27,1,17.3,9.9,13.987499999999999
2018-03-28,145.45,115.13,129.51,69.04,2018,3,28,2,18.5,11.05,14.691666666666663
2018-03-29,170.18,110.7,136.7,68.56,2018,3,29,3,18.35,12.75,15.40208333333333
2018-03-30,179.64,113.85,133.94,68.84,2018,3,30,4,18.299999999999997,13.25,15.222916666666668
2018-03-31,173.16,114.06,135.34,66.5,2018,3,31,5,18.6,13.05,15.716666666666667
2018-04-01,152.84,117.78,129.73,62.66,2018,4,1,6,20.65,15.350000000000001,17.833333333333336
2018-04-02,147.17,114.6,128.9,64.46,2018,4,2,0,21.6,15.7,18.397916666666667
2018-04-03,146.47,112.57,128.96,63.96,2018,4,3,1,21.5,15.7,18.637500000000003
2018-04-04,146.15,115.72,128.51,64.09,2018,4,4,2,22.0,16.45,18.46041666666667
2018-04-05,157.0,119.59,128.94,66.18,2018,4,5,3,17.85,14.55,16.427083333333332
2018-04-06,146.8,112.89,128.48,73.82,2018,4,6,4,16.9,8.3,11.847916666666668
2018-04-07,140.68,104.62,130.96,77.14,2018,4,7,5,8.7,4.75,6.847916666666667
2018-04-08,138.56,109.54,132.52,72.41,2018,4,8,6,14.5,6.15,10.716666666666667
2018-04-09,153.33,117.05,130.04,71.3,2018,4,9,0,16.65,12.1,14.1625
2018-04-10,148.9,112.26,127.17,65.32,2018,4,10,1,20.3,12.75,16.702083333333334
2018-04-11,132.11,87.0,123.6,67.31,2018,4,11,2,19.45,14.65,17.22083333333333
2018-04-12,149.94,88.3,122.15,65.96,2018,4,12,3,21.0,13.899999999999999,16.854166666666664
2018-04-13,151.95,88.55,127.18,66.34,2018,4,13,4,18.799999999999997,14.55,16.41875
2018-04-14,156.29,87.24,118.1,66.9,2018,4,14,5,17.9,10.05,14.34375
2018-04-15,139.97,87.93,118.32,70.95,2018,4,15,6,15.399999999999999,9.350000000000001,11.816666666666665
2018-04-16,143.54,120.21,126.7,69.32,2018,4,16,0,14.35,8.649999999999999,11.7875
2018-04-17,152.17,109.58,128.95,70.04,2018,4,17,1,16.450000000000003,12.399999999999999,14.204166666666664
2018-04-18,153.92,110.44,129.06,71.89,2018,4,18,2,17.25,11.0,13.614583333333336
2018-04-19,147.36,120.72,131.39,70.51,2018,4,19,3,18.15,9.0,14.09375
2018-04-20,146.85,110.57,126.6,69.56,2018,4,20,4,19.6,11.7,15.675000000000002
2018-04-21,150.95,118.85,129.26,64.28,2018,4,21,5,22.0,12.45,17.474999999999998
2018-04-22,131.25,120.8,126.33,62.76,2018,4,22,6,19.9,18.4,18.97708333333333
2018-04-23,150.47,88.78,130.0,66.84,2018,4,23,0,19.15,17.6,18.5625
2018-04-24,150.78,109.58,130.2,67.67,2018,4,24,1,17.4,13.600000000000001,15.181249999999999
2018-04-25,151.08,108.77,130.26,71.06,2018,4,25,2,16.4,11.95,14.20833333333333
2018-04-26,158.91,116.02,130.28,68.0,2018,4,26,3,18.45,11.75,15.18125
2018-04-27,145.25,119.45,128.72,66.32,2018,4,27,4,20.45,12.95,16.360416666666666
2018-04-28,137.28,118.77,126.08,63.86,2018,4,28,5,18.8,13.55,16.166666666666668
2018-04-29,133.41,117.94,126.07,61.98,2018,4,29,6,18.65,13.0,16.11875
2018-04-30,132.7,120.22,125.65,63.19,2018,4,30,0,19.4,16.450000000000003,17.93333333333333
2018-05-01,129.84,117.09,124.66,63.46,2018,5,1,1,20.6,17.450000000000003,19.014583333333338
2018-05-02,131.69,120.27,124.41,66.53,2018,5,2,2,20.05,13.149999999999999,17.308333333333334
2018-05-03,177.3,115.01,125.97,67.86,2018,5,3,3,18.85,12.0,14.762499999999998
2018-05-04,131.18,120.44,125.36,67.22,2018,5,4,4,19.4,12.0,15.579166666666666
2018-05-05,133.71,114.07,125.65,61.13,2018,5,5,5,21.15,13.25,17.50208333333333
2018-05-06,129.22,80.38,120.98,61.55,2018,5,6,6,18.3,16.25,17.51666666666667
2018-05-07,131.68,114.16,124.83,62.69,2018,5,7,0,18.0,16.15,17.035416666666666
2018-05-08,149.58,109.5,128.58,64.51,2018,5,8,1,17.549999999999997,14.7,15.970833333333331
2018-05-09,152.16,112.58,128.99,64.78,2018,5,9,2,17.3,13.8,15.322916666666666
2018-05-10,150.52,113.47,127.54,66.11,2018,5,10,3,18.2,13.0,15.418750000000001
2018-05-11,153.79,110.78,127.95,61.16,2018,5,11,4,21.15,12.25,17.120833333333334
2018-05-12,130.36,113.91,124.47,60.43,2018,5,12,5,20.799999999999997,18.45,19.304166666666664
2018-05-13,152.86,80.7,122.69,60.61,2018,5,13,6,19.5,15.5,17.904166666666665
2018-05-14,148.5,116.85,129.57,63.13,2018,5,14,0,23.55,14.85,19.206249999999997
2018-05-15,153.76,118.78,128.76,63.72,2018,5,15,1,24.0,18.05,20.958333333333332
2018-05-16,151.16,115.85,128.5,67.37,2018,5,16,2,22.35,20.65,21.462500000000002
2018-05-17,153.96,115.02,127.86,69.54,2018,5,17,3,22.200000000000003,20.9,21.620833333333334
2018-05-18,153.75,114.09,131.27,66.97,2018,5,18,4,22.15,17.55,20.481250000000003
2018-05-19,155.13,81.54,126.92,61.92,2018,5,19,5,17.35,14.899999999999999,16.472916666666666
2018-05-20,138.67,66.54,105.71,61.66,2018,5,20,6,18.25,14.95,16.310416666666665
2018-05-21,146.78,123.53,130.97,62.49,2018,5,21,0,20.0,15.75,17.841666666666665
2018-05-22,145.06,120.31,133.14,60.36,2018,5,22,1,23.0,16.8,19.583333333333332
2018-05-23,175.9,120.08,137.1,64.34,2018,5,23,2,22.450000000000003,16.200000000000003,18.49375
2018-05-24,171.88,120.35,145.74,62.93,2018,5,24,3,22.0,14.3,18.629166666666666
2018-05-25,174.17,120.68,134.43,62.86,2018,5,25,4,22.4,16.4,19.335416666666667
2018-05-26,136.67,124.32,129.48,62.04,2018,5,26,5,21.5,14.8,18.0125
2018-05-27,176.45,122.58,135.18,61.61,2018,5,27,6,21.700000000000003,17.55,19.77291666666667
2018-05-28,175.69,123.11,133.92,64.45,2018,5,28,0,20.55,18.35,19.227083333333333
2018-05-29,171.07,124.93,138.52,64.45,2018,5,29,1,22.65,18.85,20.349999999999998
2018-05-30,173.67,124.33,140.81,65.18,2018,5,30,2,22.9,19.049999999999997,20.724999999999998
2018-05-31,176.69,124.97,132.31,62.62,2018,5,31,3,21.5,16.95,19.16458333333333
2018-06-01,152.46,135.39,144.78,63.87,2018,6,1,4,23.4,16.05,20.29791666666667
2018-06-02,170.78,126.35,134.85,62.74,2018,6,2,5,24.35,19.6,21.925
2018-06-03,164.63,126.47,134.25,61.77,2018,6,3,6,23.85,19.049999999999997,21.400000000000002
2018-06-04,166.75,126.21,141.64,64.6,2018,6,4,0,25.15,18.9,22.0125
2018-06-05,189.63,126.82,140.21,64.38,2018,6,5,1,21.6,19.15,19.98541666666667
2018-06-06,164.94,127.09,134.7,62.86,2018,6,6,2,22.799999999999997,18.7,20.614583333333332
2018-06-07,188.69,112.67,145.34,64.56,2018,6,7,3,23.9,18.9,21.23125
2018-06-08,150.57,135.01,140.51,63.89,2018,6,8,4,23.45,19.25,21.164583333333326
2018-06-09,148.49,111.48,141.16,61.33,2018,6,9,5,24.5,18.5,21.412499999999998
2018-06-10,189.58,112.71,142.21,60.38,2018,6,10,6,21.45,18.6,20.1375
2018-06-11,189.93,130.94,144.93,63.24,2018,6,11,0,20.7,18.0,19.129166666666666
2018-06-12,148.51,133.21,142.29,63.02,2018,6,12,1,23.6,18.45,20.752083333333335
2018-06-13,151.1,133.15,140.6,62.43,2018,6,13,2,23.950000000000003,17.7,20.93958333333333
2018-06-14,166.13,130.71,144.33,64.73,2018,6,14,3,25.3,19.4,21.78333333333333
2018-06-15,158.7,127.22,135.96,63.37,2018,6,15,4,23.1,19.25,21.066666666666666
2018-06-16,163.96,127.74,135.25,61.36,2018,6,16,5,22.6,18.35,20.156250000000004
2018-06-17,164.8,127.43,139.19,61.55,2018,6,17,6,23.549999999999997,18.5,20.58125
2018-06-18,162.71,126.58,140.62,65.28,2018,6,18,0,23.299999999999997,19.35,21.337500000000002
2018-06-19,154.82,110.71,141.52,66.21,2018,6,19,1,22.299999999999997,19.549999999999997,21.108333333333338
2018-06-20,160.69,85.85,140.43,66.29,2018,6,20,2,24.15,19.549999999999997,21.722916666666666
2018-06-21,159.66,126.09,146.03,67.61,2018,6,21,3,25.9,20.15,22.616666666666664
2018-06-22,163.85,130.62,144.27,67.33,2018,6,22,4,24.6,19.95,22.231250000000006
2018-06-23,162.2,125.93,136.96,63.98,2018,6,23,5,24.0,17.85,21.335416666666664
2018-06-24,163.81,126.45,137.05,64.67,2018,6,24,6,26.95,19.85,23.364583333333332
2018-06-25,158.12,126.14,143.37,69.63,2018,6,25,0,25.9,20.05,23.25
2018-06-26,149.9,126.02,141.39,77.04,2018,6,26,1,25.25,23.35,24.44791666666667
2018-06-27,150.95,126.45,142.24,74.48,2018,6,27,2,24.6,23.15,24.06041666666667
2018-06-28,151.13,125.29,139.11,74.48,2018,6,28,3,24.15,22.35,23.270833333333332
2018-06-29,170.55,126.22,138.47,73.4,2018,6,29,4,26.65,22.5,23.452083333333334
2018-06-30,186.8,87.17,135.26,66.93,2018,6,30,5,24.4,22.55,23.339583333333334
2018-07-01,189.6,124.2,153.22,68.48,2018,7,1,6,27.25,22.9,25.197916666666668
2018-07-02,181.67,122.39,148.69,74.89,2018,7,2,0,28.0,24.8,26.174999999999997
2018-07-03,149.19,130.93,143.05,69.55,2018,7,3,1,25.6,23.2,24.34166666666667
2018-07-04,148.23,123.28,142.34,75.19,2018,7,4,2,27.700000000000003,24.0,25.718750000000004
2018-07-05,157.89,69.48,132.74,74.46,2018,7,5,3,26.049999999999997,23.5,24.360416666666666
2018-07-06,153.99,67.72,139.86,71.7,2018,7,6,4,23.549999999999997,21.65,22.66875
2018-07-07,181.92,68.51,145.15,63.2,2018,7,7,5,22.15,20.75,21.29791666666667
2018-07-08,153.47,59.88,130.17,63.0,2018,7,8,6,22.4,19.799999999999997,20.95208333333333
2018-07-09,161.81,56.97,132.78,73.64,2018,7,9,0,26.55,21.15,24.11666666666667
2018-07-10,172.55,131.08,153.14,78.7,2018,7,10,1,29.45,24.549999999999997,26.935416666666665
2018-07-11,175.15,127.66,153.37,82.91,2018,7,11,2,28.85,26.049999999999997,27.075
2018-07-12,195.16,138.39,157.29,83.64,2018,7,12,3,28.6,25.45,26.64375
2018-07-13,162.81,146.84,154.04,82.69,2018,7,13,4,28.2,24.7,26.35833333333333
2018-07-14,187.16,138.4,157.14,78.97,2018,7,14,5,28.299999999999997,24.0,26.160416666666663
2018-07-15,180.81,124.78,148.33,78.25,2018,7,15,6,28.15,24.5,26.30208333333333
2018-07-16,173.55,126.72,154.81,85.44,2018,7,16,0,29.15,24.35,26.674999999999997
2018-07-17,187.65,134.21,159.18,85.99,2018,7,17,1,29.4,25.0,27.129166666666674
2018-07-18,196.0,122.9,155.71,85.51,2018,7,18,2,29.85,24.6,27.143749999999997
2018-07-19,192.66,137.96,158.08,86.7,2018,7,19,3,30.5,24.9,27.495833333333334
2018-07-20,237.49,138.49,164.65,88.53,2018,7,20,4,31.45,25.85,28.495833333333334
2018-07-21,188.67,137.9,156.28,84.71,2018,7,21,5,32.0,26.3,29.23125
2018-07-22,188.06,137.65,153.98,79.81,2018,7,22,6,30.15,27.2,28.631250000000005
2018-07-23,194.48,138.01,164.75,90.07,2018,7,23,0,30.450000000000003,26.700000000000003,28.181249999999995
2018-07-24,191.64,138.41,160.71,89.97,2018,7,24,1,29.9,26.45,27.77291666666666
2018-07-25,193.35,138.39,158.57,92.74,2018,7,25,2,29.9,26.15,27.89166666666667
2018-07-26,193.89,141.27,160.8,92.05,2018,7,26,3,30.1,25.549999999999997,27.783333333333335
2018-07-27,190.02,138.48,161.61,93.11,2018,7,27,4,31.6,25.25,28.393749999999997
2018-07-28,193.6,137.79,155.69,88.82,2018,7,28,5,30.75,27.200000000000003,28.747916666666665
2018-07-29,195.26,136.9,154.16,86.99,2018,7,29,6,31.9,26.55,28.972916666666674
2018-07-30,183.46,130.52,157.47,88.39,2018,7,30,0,30.9,27.5,28.57291666666666
2018-07-31,189.61,138.33,161.64,89.98,2018,7,31,1,31.25,26.7,28.724999999999998
2018-08-01,191.07,141.6,162.28,92.4,2018,8,1,2,31.200000000000003,26.8,28.904166666666665
2018-08-02,192.35,141.75,162.43,92.27,2018,8,2,3,32.1,27.3,29.57708333333333
2018-08-03,189.78,141.77,161.79,89.04,2018,8,3,4,29.25,27.5,28.158333333333335
2018-08-04,195.55,142.01,162.27,88.3,2018,8,4,5,30.35,26.799999999999997,28.37291666666667
2018-08-05,188.12,141.66,157.76,87.44,2018,8,5,6,31.55,25.9,28.68541666666667
2018-08-06,182.5,140.03,166.06,94.94,2018,8,6,0,31.25,27.15,29.062500000000004
2018-08-07,194.44,141.77,159.01,94.05,2018,8,7,1,30.950000000000003,27.25,28.891666666666666
2018-08-08,192.27,141.81,166.09,93.7,2018,8,8,2,31.15,26.7,28.820833333333336
2018-08-09,183.46,141.77,166.85,93.81,2018,8,9,3,30.95,27.049999999999997,28.841666666666665
2018-08-10,195.84,141.77,163.26,94.18,2018,8,10,4,31.9,26.75,28.989583333333332
2018-08-11,195.58,141.87,159.61,86.47,2018,8,11,5,31.200000000000003,27.4,28.754166666666666
2018-08-12,172.46,141.67,156.64,85.67,2018,8,12,6,31.8,27.35,29.212500000000006
2018-08-13,190.77,136.36,166.37,94.15,2018,8,13,0,31.7,27.85,29.287500000000005
2018-08-14,193.17,141.77,164.43,94.66,2018,8,14,1,32.7,27.85,30.137500000000003
2018-08-15,194.22,141.68,163.58,90.4,2018,8,15,2,32.15,27.6,29.574999999999992
2018-08-16,195.4,141.45,159.37,85.75,2018,8,16,3,28.05,26.15,27.331249999999997
2018-08-17,195.1,141.81,159.15,76.87,2018,8,17,4,27.9,25.2,26.556250000000006
2018-08-18,180.96,142.06,157.84,75.66,2018,8,18,5,29.05,24.3,26.33125
2018-08-19,188.58,141.97,150.05,78.31,2018,8,19,6,29.549999999999997,24.35,26.89166666666667
2018-08-20,193.76,140.67,160.14,85.18,2018,8,20,0,29.9,26.3,27.78125
2018-08-21,178.02,139.98,156.51,85.92,2018,8,21,1,30.2,24.65,27.535416666666666
2018-08-22,180.84,140.76,151.56,84.2,2018,8,22,2,30.5,26.0,27.966666666666665
2018-08-23,186.53,133.68,154.32,71.37,2018,8,23,3,25.95,23.799999999999997,24.933333333333337
2018-08-24,182.2,136.66,161.45,78.36,2018,8,24,4,27.9,23.9,25.57916666666667
2018-08-25,152.62,140.98,146.93,77.62,2018,8,25,5,28.7,23.4,25.735416666666666
2018-08-26,181.71,140.6,152.21,77.68,2018,8,26,6,28.8,25.9,26.916666666666668
2018-08-27,174.47,140.21,158.96,86.16,2018,8,27,0,28.799999999999997,25.45,26.920833333333334
2018-08-28,188.05,137.36,160.68,85.52,2018,8,28,1,29.0,25.75,27.15625
2018-08-29,182.67,133.71,160.84,85.31,2018,8,29,2,29.5,25.45,27.114583333333332
2018-08-30,174.29,134.14,159.08,87.98,2018,8,30,3,29.35,25.75,27.306250000000002
2018-08-31,173.88,130.84,157.16,87.9,2018,8,31,4,29.8,25.75,27.46666666666667
2018-09-01,191.98,138.09,159.37,77.7,2018,9,1,5,26.45,23.5,25.245833333333334
2018-09-02,192.16,144.57,160.98,75.6,2018,9,2,6,27.8,23.0,25.127083333333328
2018-09-03,184.94,146.21,164.31,80.97,2018,9,3,0,28.35,24.7,26.302083333333343
2018-09-04,197.9,144.31,167.35,77.07,2018,9,4,1,28.2,23.7,25.752083333333328
2018-09-05,182.72,142.5,165.95,76.07,2018,9,5,2,28.049999999999997,22.450000000000003,25.097916666666663
2018-09-06,183.49,145.52,163.21,74.66,2018,9,6,3,26.5,23.6,24.774999999999995
2018-09-07,187.05,143.98,160.74,72.23,2018,9,7,4,24.75,20.9,23.179166666666664
2018-09-08,182.17,146.63,163.1,64.52,2018,9,8,5,23.35,19.5,21.758333333333336
2018-09-09,192.99,134.33,160.6,64.55,2018,9,9,6,25.45,19.35,22.399999999999995
2018-09-10,181.2,142.27,164.46,66.27,2018,9,10,0,25.35,20.25,22.849999999999998
2018-09-11,159.39,136.48,153.44,67.07,2018,9,11,1,24.9,21.15,22.57708333333333
2018-09-12,161.79,140.2,154.31,70.07,2018,9,12,2,24.9,21.6,23.216666666666665
2018-09-13,182.81,88.82,159.42,69.73,2018,9,13,3,24.3,22.5,23.433333333333326
2018-09-14,164.46,88.86,152.8,73.81,2018,9,14,4,26.5,23.55,24.760416666666668
2018-09-15,202.18,146.58,156.98,71.67,2018,9,15,5,27.45,22.9,24.866666666666664
2018-09-16,192.15,59.25,149.37,70.28,2018,9,16,6,27.35,22.75,24.97916666666667
2018-09-17,165.94,57.35,142.54,71.83,2018,9,17,0,25.65,22.45,23.78333333333333
2018-09-18,175.98,136.16,161.28,71.48,2018,9,18,1,27.1,23.049999999999997,24.581250000000008
2018-09-19,202.38,148.84,164.38,69.06,2018,9,19,2,24.85,21.0,23.049999999999997
2018-09-20,202.36,148.84,168.13,75.67,2018,9,20,3,27.55,22.9,25.00416666666666
2018-09-21,173.15,154.78,163.15,75.01,2018,9,21,4,26.799999999999997,23.25,24.458333333333332
2018-09-22,202.69,155.17,168.32,67.86,2018,9,22,5,26.799999999999997,22.200000000000003,24.004166666666674
2018-09-23,181.03,148.72,166.88,64.43,2018,9,23,6,25.950000000000003,21.5,23.625
2018-09-24,202.45,148.72,159.74,55.95,2018,9,24,0,23.1,18.700000000000003,21.543750000000003
2018-09-25,203.75,148.72,163.38,59.69,2018,9,25,1,22.9,16.700000000000003,20.45208333333333
2018-09-26,181.36,148.72,165.43,62.48,2018,9,26,2,25.0,20.65,22.14375
2018-09-27,174.3,156.65,164.26,64.55,2018,9,27,3,23.700000000000003,18.799999999999997,21.26458333333333
2018-09-28,197.92,148.84,172.56,65.37,2018,9,28,4,24.6,19.799999999999997,22.075
2018-09-29,198.46,148.66,169.26,62.83,2018,9,29,5,22.2,18.15,20.337499999999995
